gene_symbol	ATC1	ATC2	ATC3	PTC1	PTC2	PTC3
CCL4	2	10	8	0	0	0
CCL5	225	27	0	58	31	1
CCL7	0	0	3	3	0	0
CCL8	0	0	0	0	1	0
CCM2	1347	2159	3885	1657	1242	1957
CCNA1	6	30	11	134	377	1832
CCNA2	3220	3016	1669	2193	2021	3212
CCNB1IP1	2039	779	640	1914	863	722
CCNB1	9431	2269	2380	6232	3220	5001
CCNB2	1656	735	823	1345	1370	2111
CCNB3	66	20	25	48	57	14
CCNC	2008	1279	1147	2059	1743	1164
CCND1	7400	64673	29029	7317	27810	23988
CCND2	108	144	2944	5471	8916	820
CCND3	1592	2030	3348	1285	3553	1978
CCNDBP1	1507	974	1280	1173	1284	1599
CCNE1	1612	702	202	315	303	245
CCNE2	583	2972	630	561	558	787
CCNF	1438	989	550	1018	1136	1571
CCNG1	2608	3838	7692	11311	8613	6008
CCNG2	894	1301	712	2342	2793	3338
CCNH	1812	1569	974	2029	466	553
CCNI2	2	11	5	10	4	7
CCNI	3688	5593	7757	10730	9494	10395
CCNJL	591	684	284	463	447	269
CCNJ	745	362	174	401	336	299
CCNK	3793	3456	2386	1975	1537	1517
CCNL1	1727	1199	1627	1227	880	1062
CCNL2	2154	3560	3256	4359	3761	3182
CCNO	249	326	156	231	182	163
CCNT1	2076	765	1183	1920	1180	1166
CCNT2	1436	727	1517	1446	1209	1183
CCNYL1	2475	1598	1720	2065	1738	1137
CCNY	4248	2879	3349	3310	3453	3343
CCPG1	4632	3929	5666	4954	3278	2125
CCR10	6	55	11	13	75	43
CCR1	22	1	169	0	93	32
CCR2	1	0	1	0	0	0
CCR3	1	1	12	0	1	2
CCR4	1	3	0	0	0	0
CCR5	1	0	0	0	0	0
CCR6	3	4	0	4	2	1
CCR7	6	20	0	16	79	29
CCR8	0	0	0	0	0	0
CCR9	0	0	0	0	1	1
CCRL1	115	11	1	18	6	12
CCRL2	135	13	97	0	59	5
CCRN4L	432	496	330	375	213	131
CCS	538	990	613	573	738	765
CCT2	6507	6982	7326	7562	5046	4944
CCT3	31058	15080	12015	10796	13173	6982
CCT4	15575	7668	9342	8704	7890	7328
CCT5	21391	21374	11350	8613	6527	6198
CCT6A	13823	15421	10690	11814	7694	6977
CCT6B	30	87	36	113	42	45
CCT6P1	105	135	104	153	52	73
CCT7	13889	9849	8212	8545	7690	6766
CCT8L2	0	0	0	0	0	0
CCT8	8682	16383	8493	6848	6776	5988
CD101	7	22	4	4	14	5
CD109	7682	1942	7391	403	8394	11930
CD14	12	677	17	537	317	67
CD151	9664	12072	23748	22980	15090	20579
CD160	2	6	2	7	2	3
CD163L1	2386	243	372	3	143	0
CD163	2	22	5	0	1	1
CD164L2	0	0	1	0	0	0
CD164	18266	9343	7394	12425	11093	12477
CD177	136	109	15	61	18	10
CD180	2	42	1	22	1	23
CD19	12	0	0	0	0	0
CD1A	0	1	0	0	0	0
CD1B	1	0	0	0	0	0
CD1C	2	0	0	0	1	0
CD1D	6	2	5	8	88	1
CD1E	0	0	0	0	0	0
CD200R1L	0	0	3	0	0	0
CD200R1	5	5	0	3	2	0
CD200	24	4153	8	698	351	921
CD207	3	0	0	2	0	0
CD209	0	20	20	227	88	4
CD226	23	17	6	1	3	5
CD22	11	3	3	16	13	220
CD244	1	0	0	1	0	0
CD247	63	0	0	3	8	0
CD248	250	0	1	867	3	175
CD24	426	3528	24	10620	1301	8072
CD274	1439	11599	3011	1513	1586	1781
CD276	2396	3492	3736	3065	7720	6198
CD27	2	2	3	4	4	3
CD28	24	6	4	1	2	3
CD2AP	2684	2088	2186	3480	2108	2582
CD2BP2	3067	3552	1826	2521	1823	1718
CD2	0	0	0	0	0	0
CD300A	0	0	0	0	0	0
CD300C	0	0	8	3	83	24
CD300E	1	0	0	0	3	0
CD300LB	0	1	0	1	0	3
CD300LD	0	0	0	0	0	0
CD300LF	0	0	0	0	0	0
CD300LG	0	0	0	0	0	1
CD302	367	398	702	1547	951	1137
CD320	3552	3243	1731	2094	2102	1215
CD33	226	9	0	1	6	0
CD34	353	92	43	9	109	21
CD36	3	1	1	14	94	8
CD37	16	4	3	3	1	0
CD38	5	13	1	8	1	0
CD3D	1	0	0	1	0	0
CD3EAP	1365	657	344	500	352	267
CD3E	1	0	0	0	0	0
CD3G	0	0	0	0	0	0
CD40LG	0	0	0	0	0	0
CD40	632	1980	4	7	1851	859
CD44	21628	72527	72383	16189	35726	61584
CD46	11359	4168	12719	7105	10800	10452
CD47	4952	4763	5495	4093	3187	3612
CD48	2	4	0	0	0	0
CD4	5	6	7	75	66	187
CD52	15	1	0	0	5	8
CD53	48	1	0	1	3	0
CD55	27571	1276	902	1020	2145	3649
CD58	620	1036	855	181	623	445
CD59	18956	24946	15204	14528	17072	14398
CD5L	1	0	4	0	4	0
CD5	0	0	0	0	2	1
CD63	10857	11927	22730	29206	19534	21068
CD68	1991	3115	721	387	2052	1826
CD69	14	43	3	0	15	0
CD6	1	0	0	0	16	0
CD70	4	2492	408	4895	12490	1269
CD72	7	13	5	57	23	3
CD74	708	68	4844	15234	8851	20079
CD79A	31	9	12	8	9	7
CD79B	33	0	0	0	0	0
CD7	2	2	7	1	0	0
CD80	0	1	0	0	0	0
CD81	6263	5930	12476	11801	9070	10361
CD82	1044	2342	9209	2672	2561	4793
CD83	714	502	413	129	535	145
CD84	0	0	0	0	0	0
CD86	2	0	0	0	2	0
CD8A	3	0	4	6	11	0
CD8B	0	0	0	0	0	0
CD93	68	62	0	2	2	1
CD96	10	8	24	0	77	6
CD97	1592	3518	3900	1372	2024	5206
CD99L2	3265	4062	2310	4636	3686	3533
CD99	5650	6073	3063	1849	5907	6221
CD9	12826	5389	423	4851	508	4565
CDADC1	145	210	306	274	262	192
CDAN1	547	784	540	950	718	933
CDA	275	15	153	39	12	81
CDC123	4902	3087	2576	2063	1860	1691
CDC14A	764	353	238	284	249	287
CDC14B	1307	1044	1028	1316	825	478
CDC14C	1	5	3	2	3	0
CDC16	1803	1605	2183	2096	2606	2182
CDC20B	122	11	1	0	1	3
CDC20	6029	3140	1808	3049	2758	3702
CDC23	2601	2689	1391	3036	1569	1246
CDC25A	671	1899	381	315	286	356
CDC25B	6616	3028	3973	9097	3070	6319
CDC25C	943	278	179	819	213	401
CDC26	976	754	678	695	638	525
CDC27	4792	4580	3748	3702	4885	4656
CDC34	3054	2605	1452	1292	1253	1489
CDC37L1	765	725	446	563	572	529
CDC37	11076	8649	7861	4881	4758	4544
CDC40	1420	811	666	1116	1028	1044
CDC42BPA	4626	2423	17432	3651	5972	3814
CDC42BPB	7448	7142	6537	7051	8239	7364
CDC42BPG	19	44	7	118	153	201
CDC42EP1	2422	2396	3469	2885	2775	4221
CDC42EP2	533	1150	1046	387	406	212
CDC42EP3	2227	5482	10292	10944	16436	23155
CDC42EP4	6048	1722	2059	1271	2682	2400
CDC42EP5	14	31	159	219	68	707
CDC42SE1	4467	2322	5141	2877	3944	2508
CDC42SE2	2357	1942	2087	2187	1306	1419
CDC42	10167	14277	9887	9252	10994	9109
CDC45	972	2453	611	231	615	699
CDC5L	3245	2517	2211	2498	2416	2406
CDC6	1615	6241	1272	934	1016	956
CDC73	4069	2047	2779	2286	3002	1783
CDC7	1235	1122	736	551	507	586
CDCA2	1841	961	931	742	653	1176
CDCA3	1186	553	412	920	725	1112
CDCA4	5927	3820	4318	1107	978	1431
CDCA5	1851	4617	1190	1143	1261	2253
CDCA7L	2180	2734	1183	1183	1531	1920
CDCA7	1753	728	419	552	456	751
CDCA8	3602	1641	1011	1440	1411	2185
CDCP1	29117	11696	15337	1911	7934	6732
CDCP2	0	2	0	1	0	0
CDH10	1708	67	100	5	465	0
CDH11	25	418	281	2882	4751	13623
CDH12	1	300	2	0	2	0
CDH13	1	17080	19432	3847	15966	3958
CDH15	4	7	6	1	0	1
CDH16	0	7	17	761	42	109
CDH17	0	0	0	0	35	5
CDH18	5	213	3	17	46	21
CDH19	3	0	0	0	0	0
CDH1	0	1	0	134	106	63
CDH20	3	2	3	0	0	1
CDH22	0	0	0	116	0	1
CDH23	14	0	0	12	4	0
CDH24	383	1107	1126	955	506	805
CDH26	1	4	26	4	3	0
CDH2	603	10048	6492	8000	8051	7185
CDH3	23	2	0	25	66	260
CDH4	4	133	85	926	18	2344
CDH5	1	36	0	1	1	5
CDH6	23	5020	1217	6978	18336	7565
CDH7	0	1	0	2	28	0
CDH8	0	0	0	1	36	0
CDH9	0	3	0	10	0	8
CDHR1	8	0	0	10	4	1
CDHR2	2	0	4	12	0	0
CDHR3	5	4	4	12	11	9
CDHR4	0	1	11	6	8	14
CDHR5	0	3	1	4	0	2
CDIPT	2514	2709	2428	4374	2656	3704
CDK10	1273	817	1142	1521	438	1309
CDK11A	549	1074	598	919	695	663
CDK11B	1969	2774	1716	1781	1360	1554
CDK12	3149	2416	2028	2980	1649	2083
CDK13	2297	1708	2009	3320	1670	1731
CDK14	782	2972	980	3664	1201	1775
CDK15	1	303	320	55	231	141
CDK16	5000	4311	1715	4346	4784	4943
CDK17	6675	2787	6521	1512	1341	1777
CDK18	40	190	937	2162	2392	1701
CDK19	1244	441	672	2301	1499	2272
CDK1	8472	9429	1783	2104	2116	3851
CDK20	350	75	314	371	200	198
CDK2AP1	4342	2420	3191	3462	4978	3891
CDK2AP2	4030	3360	1264	1722	1512	1230
CDK2	2981	2949	1741	1725	1478	2123
CDK3	135	28	85	250	84	107
CDK4	4669	4568	5658	6508	4648	4463
CDK5R1	116	338	105	180	231	138
CDK5R2	21	14	144	9	12	1
CDK5RAP1	1267	1603	620	1094	607	465
CDK5RAP2	1636	4070	1577	2308	2184	4039
CDK5RAP3	4292	3776	2902	3149	3050	3124
CDK5	1012	770	759	1026	886	494
CDK6	7227	3259	7151	16574	4306	3025
CDK7	2269	1768	1276	2192	916	982
CDK8	480	313	530	381	384	367
CDK9	2764	2158	1066	1799	1155	1876
CDKAL1	859	528	444	581	581	648
CDKL1	73	39	99	150	75	64
CDKL2	12	10	0	159	85	333
CDKL3	76	83	83	157	66	63
CDKL4	2	4	2	1	1	1
CDKL5	137	310	88	219	104	120
CDKN1A	5760	756	11720	17009	25697	24845
CDKN1B	1072	3436	1714	4547	1836	2670
CDKN1C	15	115	53	428	40	407
CDKN2AIPNL	1691	1411	1071	928	706	906
CDKN2AIP	433	1154	809	766	459	595
CDKN2A	7812	3581	79	1	967	1
CDKN2BAS	79	121	4	0	61	37
CDKN2B	4886	1365	1261	0	4354	1
CDKN2C	566	1402	832	3851	718	2742
CDKN2D	297	593	231	149	383	943
CDKN3	1060	930	913	683	571	842
CDNF	20	10	24	31	16	15
CDO1	1	289	0	1	0	115
CDON	343	131	141	642	469	3263
CDR1	20	54	32	2	23	16
CDR2L	2180	1775	647	733	537	627
CDR2	1586	1503	1821	2601	1454	1808
CDRT15P	15	10	11	14	6	9
CDRT15	0	0	0	0	0	0
CDRT1	7	50	351	35	13	6
CDRT4	331	97	245	507	329	370
CDS1	6	114	23	392	581	211
CDS2	1985	2425	1362	5145	1855	2577
CDSN	44	13	7	98	259	29
CDT1	1481	2578	746	528	344	1588
CDV3	22924	10127	9899	9476	5780	6258
CDX1	0	0	0	0	0	2
CDX2	3	0	0	0	0	2
CDX4	0	0	0	0	0	0
CDY1B	0	0	0	0	0	0
CDY1	0	0	0	0	0	0
CDY2B	0	0	0	0	0	0
CDYL2	84	414	367	104	67	239
CDYL	1515	621	1342	1363	1449	1359
CEACAM16	6	1	0	0	0	0
CEACAM18	0	0	0	0	0	0
CEACAM19	64	131	114	76	52	24
CEACAM1	66	8	1	14	69	7
CEACAM20	0	0	0	0	0	0
CEACAM21	3	0	0	0	0	0
CEACAM22P	2	3	0	0	0	0
CEACAM3	0	0	0	0	0	0
CEACAM4	0	0	0	0	0	0
CEACAM5	0	0	0	0	0	27
CEACAM6	0	0	0	0	0	2
CEACAM7	0	0	0	0	0	0
CEACAM8	3	0	0	0	0	0
CEBPA	188	4	7	42	20	2
CEBPB	3642	1084	4153	2429	2122	2582
CEBPD	210	658	898	1519	349	785
CEBPE	0	0	0	0	0	0
CEBPG	5801	1887	1172	1821	957	827
CEBPZ	3533	2093	3030	2140	1585	1339
CECR1	3	3	1	150	9	2
CECR2	233	0	0	44	2	1
CECR4	1	3	2	3	6	5
CECR5	902	1311	686	688	575	593
CECR6	20	16	4	41	5	55
CECR7	39	9	0	43	184	0
CELA1	1	0	0	0	1	0
CELA2A	0	0	0	0	0	0
CELA2B	0	1	0	0	0	0
CELA3A	0	0	0	0	0	0
CELA3B	0	0	0	0	0	0
CELF1	3855	4989	3542	4041	3372	3018
CELF2	155	1320	6	967	1165	1911
CELF3	1	0	3	3	6	0
CELF4	7	25	0	7	6	20
CELF5	22	12	2	4	1	1
CELF6	10	13	28	47	7	23
CELP	0	1	0	0	0	0
CELSR1	698	1815	1498	318	873	3346
CELSR2	284	1512	744	6659	6209	5274
CELSR3	183	3073	623	795	405	402
CEL	17	26	37	63	90	40
CEMP1	144	313	134	342	170	287
CEND1	87	214	14	159	37	10
CENPA	1391	273	359	539	413	596
CENPBD1	579	595	267	1029	232	399
CENPB	4482	5626	4089	7665	3806	3889
CENPC1	430	683	540	493	413	754
CENPE	2014	2107	1477	1465	1722	2391
CENPF	11989	5025	3602	5617	8792	9709
CENPH	650	1381	592	760	568	968
CENPI	641	904	242	287	336	392
CENPJ	597	414	899	495	478	756
CENPK	732	1797	784	710	528	870
CENPL	1093	474	518	413	378	524
CENPM	529	953	509	270	428	722
CENPN	3593	3568	1718	1233	458	1414
CENPO	2238	1737	1260	1070	1019	1756
CENPP	392	475	94	154	134	156
CENPQ	945	534	396	362	326	536
CENPT	1030	1420	904	989	409	946
CENPV	316	496	1	17	11	207
CENPW	586	352	397	322	343	686
CEP110	362	817	454	528	410	474
CEP120	2060	1412	1107	1506	906	1062
CEP135	657	1160	550	506	419	535
CEP152	462	897	558	543	576	840
CEP164	1010	1819	1457	1478	1265	1295
CEP170L	637	269	249	202	415	278
CEP170	13343	5466	4925	4189	9022	5912
CEP192	1364	1521	1637	1975	1219	2125
CEP250	1943	3643	1503	4284	1896	2092
CEP290	759	782	1494	2095	1417	1401
CEP350	2201	1934	1757	2249	2620	2403
CEP55	4737	2275	1227	1556	1508	2790
CEP57	877	2779	1424	1779	1597	2173
CEP63	1345	1098	1072	1515	940	1145
CEP68	539	603	500	1338	709	1072
CEP70	1043	533	383	652	793	865
CEP72	224	387	190	216	106	128
CEP76	477	367	281	326	257	283
CEP78	693	1241	341	428	279	578
CEP97	1724	891	811	848	857	1031
CEPT1	1537	1495	854	967	729	705
CER1	0	0	0	0	0	0
CERCAM	651	2540	2879	1908	4908	6821
CERKL	89	64	99	3	15	147
CERK	746	1799	2577	883	1899	1455
CES1	0	0	4	0	81	0
CES2	969	2256	1563	9040	1923	4974
CES3	49	34	38	154	41	83
CES4	0	0	0	0	0	0
CES7	0	0	0	1	0	0
CES8	39	144	14	338	167	141
CETN1	0	0	0	0	0	0
CETN2	1959	1459	1507	1793	1566	1243
CETN3	993	965	770	1328	629	674
CETN4P	15	22	12	5	4	0
CETP	1	0	1	0	0	0
CFB	704	154	539	6661	1373	1992
CFC1B	0	0	0	0	0	0
CFDP1	1454	3073	1215	1557	951	1754
CFD	41	7	23	95	161	20
CFHR1	20	2	228	0	7	1
CFHR2	0	0	0	0	0	0
CFHR3	11	0	2	3	0	2
CFHR4	0	0	0	0	1	0
CFHR5	0	0	0	0	0	0
CFH	5008	3083	8352	10226	30597	27102
CFI	0	2	31	919	591	329
CFL1	43598	42982	32448	20424	26947	25997
CFL2	4483	6246	3663	4282	3785	3610
CFLAR	5203	5986	5860	2093	2469	3342
CFLP1	3	6	6	8	11	3
CFP	3	5	0	1	3	4
CFTR	0	0	1	4	4	1
CG030	16	12	14	18	9	13
CGA	0	1	0	0	15	0
CGB1	0	0	0	0	0	0
CGB2	0	0	0	0	0	0
CGB5	0	0	0	0	3	0
CGB7	1	15	3	6	21	0
CGB8	3	4	0	1	9	0
CGB	0	0	0	0	0	0
CGGBP1	2907	6763	5250	4961	4610	4178
CGNL1	4049	270	19	1270	2668	327
CGN	162	198	15	294	9	7
CGREF1	744	0	0	190	96	199
CGRRF1	396	543	621	351	242	251
CH25H	6	14	8	2	0	0
CHAC1	1804	595	393	111	142	42
CHAC2	313	254	364	81	108	66
CHADL	3	8	8	17	28	44
CHAD	6	9	9	8	23	15
CHAF1A	1378	4361	1152	902	1057	1338
CHAF1B	413	1805	529	479	466	653
CHAT	0	0	0	0	0	0
CHCHD10	829	167	891	95	352	80
CHCHD1	2380	3325	962	750	1252	774
CHCHD2	9171	7634	9508	9254	7363	6375
CHCHD3	3267	3409	2193	3109	1581	1593
CHCHD4	721	736	468	491	401	406
CHCHD5	414	228	595	619	590	649
CHCHD6	537	447	436	400	468	336
CHCHD7	2026	1537	1627	592	659	496
CHCHD8	1235	2745	1192	1095	1142	931
CHD1L	6034	1174	1817	1150	2019	1511
CHD1	3575	2364	1854	2449	1398	1459
CHD2	2710	4858	4269	4389	4623	5543
CHD3	3029	9429	3493	7831	7794	6902
CHD4	10015	11181	9617	17015	13487	14990
CHD5	27	6	0	129	11	6
CHD6	4080	3247	2890	5962	3066	3046
CHD7	579	559	381	906	298	467
CHD8	4330	4405	3435	5819	4267	3158
CHD9	2053	2455	3579	2767	1167	3202
CHDH	6	2	0	201	61	396
CHEK1	1169	2999	1071	800	721	1319
CHEK2	762	401	343	152	379	404
CHERP	4157	3801	2300	2646	2257	1965
CHFR	1318	560	1065	1403	917	659
CHGA	1	0	2	0	0	0
CHGB	414	11	603	129	21	33
CHI3L1	2	0	2	7	368	2458
CHI3L2	62	60	81	37	436	40
CHIA	0	0	0	0	1	1
CHIC1	1015	1052	847	614	614	570
CHIC2	339	928	490	350	309	234
CHID1	1721	2925	4212	4082	3517	2793
CHIT1	0	0	1	2	4	1
CHKA	615	841	389	458	343	308
CHKB-CPT1B	24	62	162	20	87	76
CHKB	216	432	395	325	638	768
CHL1	0	0	0	0	10	147
CHML	2195	2300	1504	1082	1305	1325
CHMP1A	4035	6562	3787	3623	1717	3379
CHMP1B	2410	1476	2650	3088	2355	2494
CHMP2A	2672	2409	1582	2572	2497	2347
CHMP2B	1225	2112	1633	1205	1441	1233
CHMP4A	1213	1596	1632	588	1037	1148
CHMP4B	6244	4922	3164	6684	2809	2981
CHMP4C	377	83	59	236	404	268
CHMP5	3985	6435	2101	3152	3085	1428
CHMP6	617	1031	569	1057	867	1108
CHMP7	2653	2139	2124	2061	1962	1778
CHM	3224	1325	1740	1429	1278	1322
CHN1	751	471	483	252	166	153
CHN2	558	0	3	243	39	6
CHODL	4	1	3	20	17	9
CHORDC1	1378	1667	1918	1406	753	553
CHP2	0	0	0	1	0	0
CHPF2	3480	2385	7132	5175	4562	2377
CHPF	6941	2702	6335	9429	4070	9104
CHPT1	1571	690	915	886	860	1492
CHP	2968	4098	2601	6168	5841	5907
CHRAC1	1445	1968	1506	1225	859	1102
CHRDL1	8204	1012	434	6055	2123	13574
CHRDL2	14	0	0	516	0	1
CHRD	14	4	0	28	5	5
CHRFAM7A	44	1	4	59	39	143
CHRM1	0	1	0	2	0	0
CHRM2	4	16	5	1	1	0
CHRM3	2	101	0	4	25	3
CHRM4	14	37	2	9	1	1
CHRM5	2	3	0	3	0	0
CHRNA10	17	15	36	13	12	15
CHRNA1	0	12	2	0	68	9
CHRNA2	0	0	0	0	0	0
CHRNA3	7	3	4	1	2	0
CHRNA4	7	1	0	2	0	0
CHRNA5	364	471	269	111	136	131
CHRNA6	0	2	1	0	1	0
CHRNA7	120	0	0	30	77	113
CHRNA9	317	6	0	1	106	3
CHRNB1	73	853	172	306	198	396
CHRNB2	21	1	0	5	6	3
CHRNB3	0	0	0	0	0	0
CHRNB4	2	1	0	3	4	1
CHRND	0	0	0	0	0	0
CHRNE	3	6	20	28	8	30
CHRNG	0	0	0	0	0	0
CHST10	1015	527	975	484	531	395
CHST11	1729	1822	961	521	388	374
CHST12	729	619	459	938	722	887
CHST13	10	0	0	3	0	0
CHST14	1271	909	930	2266	2115	2098
CHST15	24	4	8064	3195	3809	2867
CHST1	7	4	265	31	1060	1116
CHST2	911	838	4399	1018	4122	2225
CHST3	1936	1422	882	1474	1003	3282
CHST4	29	0	7	0	17	8
CHST5	5	5	14	4	2	6
CHST6	231	22	9	72	194	257
CHST7	627	401	263	19	157	251
CHST8	61	1	0	5	0	0
CHST9	0	0	0	4	3	0
CHSY1	1403	2428	1886	2682	2268	2396
CHSY3	281	346	530	172	252	299
CHTF18	896	1300	603	619	713	935
CHTF8	5038	5808	4790	4035	2111	3608
CHUK	1563	1901	1048	1099	959	740
CHURC1	1992	3490	2932	3611	1473	2018
CIAO1	3393	2867	3126	3181	3551	2938
CIAPIN1	1949	2301	1503	1914	670	1132
CIB1	2244	2372	2700	2461	2853	3406
CIB2	55	110	39	451	266	230
CIB3	0	0	0	0	0	0
CIB4	0	0	1	0	0	0
CIC	3800	4599	4119	5576	4751	6608
CIDEA	72	0	0	0	0	0
CIDEB	5	3	6	5	9	16
CIDECP	97	153	225	185	190	172
CIDEC	0	0	3	0	0	0
CIITA	33	9	169	229	126	763
CILP2	117	8	4	23	85	53
CILP	3	2	2	1624	341	2
CINP	1006	1026	789	668	760	577
CIR1	1070	913	879	1412	1020	1079
CIRBP	5498	5940	4333	8139	7273	7208
CIRH1A	3775	2818	2769	2135	689	1374
CISD1	1776	4204	861	1012	865	881
CISD2	1545	3302	1810	1353	1279	1177
CISD3	654	1298	668	862	722	662
CISH	14	21	75	224	109	168
CITED1	5	15	4	9	19	6
CITED2	3574	4594	5996	27619	7627	10338
CITED4	3055	632	390	148	1671	504
CIT	3312	1355	1923	2217	4295	5426
CIZ1	5558	7163	2975	4074	2864	4603
CKAP2L	3181	2421	1570	993	1225	2192
CKAP2	3547	1938	2763	4104	3075	4996
CKAP4	20262	6683	14153	9539	11189	9605
CKAP5	7015	10424	4399	7378	6573	8348
CKB	3678	1066	28	2702	989	4291
CKLF	757	1876	948	585	1374	1803
CKMT1A	23	0	0	35	12	2
CKMT1B	23	0	0	28	6	2
CKMT2	0	6	0	0	0	1
CKM	0	6	1	2	1	1
CKS1B	6841	2155	1352	1858	2133	2875
CKS2	4489	2148	1345	1442	1350	2207
CLASP1	2050	2060	3330	2776	2642	2856
CLASP2	943	2051	1497	1391	1374	1344
CLCA1	1	0	0	0	0	0
CLCA2	476	1	5	63	131	22
CLCA3P	78	0	14	0	18	2
CLCA4	1	0	0	0	0	0
CLCC1	2772	2013	1892	1929	1610	1577
CLCF1	2014	510	394	854	1136	764
CLCN1	2	0	0	0	0	0
CLCN2	834	466	289	195	207	221
CLCN3	2915	5170	5968	4074	3310	3406
CLCN4	454	424	103	410	725	295
CLCN5	1112	444	249	200	316	332
CLCN6	453	658	831	1124	641	810
CLCN7	3372	3201	2364	3914	2884	2717
CLCNKA	1	0	1	5	4	2
CLCNKB	0	0	1	8	40	22
CLC	4	0	0	0	0	0
CLDN10	17	2	2	0	0	233
CLDN11	6906	8189	922	3224	25	651
CLDN12	3725	1820	1966	2811	1893	1838
CLDN14	6	21	1	5	1	0
CLDN15	136	143	108	282	120	90
CLDN16	17	22	163	127	868	4372
CLDN17	0	0	0	0	0	0
CLDN18	0	2	4	2	1	2
CLDN19	1	0	0	0	0	0
CLDN1	7530	12453	13702	15542	66769	18133
CLDN20	3	0	0	3	0	2
CLDN22	0	0	0	0	0	0
CLDN23	62	7	78	391	114	110
CLDN25	0	0	0	0	0	0
CLDN2	16	8	50	3	19	12
CLDN3	34	5	0	60	17	29
CLDN4	68	4770	15	486	1077	2978
CLDN5	49	8	1	0	1	3
CLDN6	17	4	1	2	4	4
CLDN7	187	11	3	20	72	125
CLDN8	0	0	0	0	8	4
CLDN9	3	8	0	66	14	47
CLDND1	6734	1679	2504	2004	2709	3499
CLDND2	4	21	5	6	12	9
CLEC10A	0	0	0	0	0	0
CLEC11A	86	1251	10099	160	194	3334
CLEC12A	0	0	0	0	0	0
CLEC12B	38	56	0	1	0	0
CLEC14A	16	1	0	0	2	0
CLEC16A	1982	1233	1582	1969	1498	1563
CLEC17A	0	0	0	1	1	1
CLEC18A	27	20	15	4	0	2
CLEC18B	68	15	14	1	0	10
CLEC18C	0	3	0	4	2	6
CLEC1A	0	0	0	0	0	0
CLEC1B	0	0	0	0	0	0
CLEC2A	0	0	0	0	0	0
CLEC2B	480	401	40	92	97	326
CLEC2D	90	329	239	249	102	370
CLEC2L	1	0	0	0	0	0
CLEC3A	0	0	0	0	0	0
CLEC3B	1	0	10	86	72	17
CLEC4A	14	10	20	10	9	14
CLEC4C	0	0	0	0	0	0
CLEC4D	0	0	0	0	14	2
CLEC4E	4	0	0	0	2	0
CLEC4F	0	0	0	1	0	0
CLEC4GP1	0	2	0	0	0	0
CLEC4G	0	0	0	0	0	0
CLEC4M	0	1	0	0	1	0
CLEC5A	1	0	0	0	0	0
CLEC6A	0	0	0	1	0	0
CLEC7A	0	1	0	0	7	0
CLEC9A	0	1	0	0	0	0
CLECL1	1	1	0	0	0	0
CLGN	1801	4720	4221	1605	564	2789
CLIC1	13510	8737	18267	9188	12731	17303
CLIC2	28	5	531	114	97	211
CLIC3	2	12	13	622	271	267
CLIC4	16735	45442	28415	15857	9389	20128
CLIC5	0	1	0	201	35	6
CLIC6	207	5	4	6	33	14
CLINT1	6586	4752	4335	6981	4563	3238
CLIP1	7968	2677	3455	6760	3420	4707
CLIP2	1142	2554	2139	4669	2291	5131
CLIP3	1341	1067	62	4523	796	4046
CLIP4	2720	2052	3216	2453	2536	2743
CLK1	1458	1102	942	1740	759	1391
CLK2P	1	3	5	0	3	0
CLK2	1045	768	1020	1417	2334	1087
CLK3	1150	739	795	1083	842	935
CLK4	338	262	329	749	248	276
CLLU1OS	0	0	0	0	0	0
CLLU1	1	0	0	1	1	0
CLMN	139	80	563	291	1385	362
CLN3	1134	1100	757	883	842	909
CLN5	719	805	1708	1139	1848	955
CLN6	861	1484	840	1220	1091	1583
CLN8	729	232	1358	1040	1390	1000
CLNK	0	0	0	0	0	0
CLNS1A	3165	3623	2558	2504	2498	2093
CLOCK	1415	2359	2199	2154	2505	2412
CLP1	529	834	557	503	482	350
CLPB	898	1198	536	633	835	593
CLPP	1251	2572	1192	1335	1612	1626
CLPS	0	0	0	0	0	0
CLPTM1L	6031	4572	4128	3970	4161	3106
CLPTM1	9175	7574	3856	4086	3858	3465
CLPX	1027	926	764	1380	1127	1093
CLRN1OS	0	0	0	0	0	0
CLRN1	0	0	0	0	0	0
CLRN2	0	0	0	0	0	0
CLRN3	2	0	1	2	0	0
CLSPN	1617	4035	808	527	674	839
CLSTN1	10366	18287	6654	8840	11074	11534
CLSTN2	20	2	2830	1233	404	1432
CLSTN3	357	4397	1500	3726	2798	1673
CLTA	6118	10232	6027	7360	7024	2311
CLTB	2227	2198	1758	1927	1320	1309
CLTCL1	317	684	610	683	633	477
CLTC	22295	32061	25082	23601	30104	23358
CLUAP1	734	652	878	984	1020	1138
CLUL1	1	0	1	28	13	7
CLU	5037	5365	15591	6067	42588	92701
CLVS1	1	7	7	1	17	7
CLVS2	23	0	0	0	0	0
CLYBL	39	11	49	87	159	90
CMA1	0	0	0	0	0	0
CMAH	20	9	75	177	68	237
CMAS	3703	3968	2738	1611	1392	1465
CMBL	1004	1265	2862	1070	1965	2311
CMC1	287	709	630	290	245	257
CMIP	2750	2073	1718	1857	650	1547
CMKLR1	1	0	850	114	1886	1240
CMPK1	8823	5910	4727	4644	6664	6466
CMPK2	861	1566	231	130	170	68
CMTM1	65	85	96	54	169	293
CMTM2	1	8	4	2	5	7
CMTM3	1153	1004	1481	2694	1167	2564
